logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,BM1_vs_B1,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.262884855270386,14.57718527317047,,0.0030451041248507,0.2709702916743403,,GBP1_HUMAN,8,,0.0030451041248507,0.2709702916743403,-0.262884855270386,Non-significant,0.5670783211888816,GBP1,Guanylate-binding protein 1,GBP1_HUMAN,P32455
0.181998252868652,12.08958745002746,,0.0030494516004941,0.2709702916743403,,PHYD1_HUMAN,8,,0.0030494516004941,0.2709702916743403,-0.181998252868652,Non-significant,0.5670783211888816,PHYHD1,Phytanoyl-CoA dioxygenase domain-containing protein 1,PHYD1_HUMAN,Q5SRE7
0.125782489776611,16.51381754875183,,0.003254609504848,0.2860906742164775,,DHSO_HUMAN,8,,0.003254609504848,0.2860906742164775,-0.125782489776611,Non-significant,0.5434962987915016,SORD,Sorbitol dehydrogenase,DHSO_HUMAN,Q00796
-0.239886283874512,9.76191473007202,,0.0033870229303701,0.2945628984656989,,DGLB_HUMAN,8,,0.0033870229303701,0.2945628984656989,0.239886283874512,Non-significant,0.5308219554103151,DAGLB,Diacylglycerol lipase-beta,DGLB_HUMAN,Q8NCG7
-0.0983898639678955,14.74246418476102,,0.0035058159340898,0.3009241418839928,,THRB_HUMAN,8,,0.0035058159340898,0.3009241418839928,0.0983898639678955,Non-significant,0.5215429692342687,F2,Prothrombin,THRB_HUMAN,P00734
-0.454758048057556,7.875387609004973,,0.0035629372298306,0.3009241418839928,,GEMI4_HUMAN,8,,0.0035629372298306,0.3009241418839928,0.454758048057556,Non-significant,0.5215429692342687,GEMIN4,Gem-associated protein 4,GEMI4_HUMAN,P57678
0.161686420440674,12.350373029708877,,0.0035751942075668,0.3009241418839928,,ITA5_HUMAN,8,,0.0035751942075668,0.3009241418839928,-0.161686420440674,Non-significant,0.5215429692342687,ITGA5,Integrin alpha-5,ITA5_HUMAN,P08648
0.113677740097046,12.326956391334525,,0.0036412308378324,0.3009241418839928,,PSMF1_HUMAN,8,,0.0036412308378324,0.3009241418839928,-0.113677740097046,Non-significant,0.5215429692342687,PSMF1,Proteasome inhibitor PI31 subunit,PSMF1_HUMAN,Q92530
-0.166597843170166,7.954576015472411,,0.0036732972883083,0.3009241418839928,,BRD8_HUMAN,8,,0.0036732972883083,0.3009241418839928,0.166597843170166,Non-significant,0.5215429692342687,BRD8,Bromodomain-containing protein 8,BRD8_HUMAN,Q9H0E9
-0.195948600769043,10.68116998672485,,0.0036952016036466,0.3009241418839928,,LYRM1_HUMAN,8,,0.0036952016036466,0.3009241418839928,0.195948600769043,Non-significant,0.5215429692342687,LYRM1,LYR motif-containing protein 1,LYRM1_HUMAN,O43325
-0.142195701599121,17.3424172401428,,0.0037178395511049,0.3009241418839928,,ECHB_HUMAN,8,,0.0037178395511049,0.3009241418839928,0.142195701599121,Non-significant,0.5215429692342687,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",ECHB_HUMAN,P55084
0.210637807846069,10.65638172626494,,0.0038645353118131,0.3060413485273084,,IFIT1_HUMAN,8,,0.0038645353118131,0.3060413485273084,-0.210637807846069,Non-significant,0.5142198930475158,IFIT1,Interferon-induced protein with tetratricopeptide repeats 1,IFIT1_HUMAN,P09914
0.322901487350464,11.556726574897777,,0.0038938281196254,0.3060413485273084,,VTDB_HUMAN,8,,0.0038938281196254,0.3060413485273084,-0.322901487350464,Non-significant,0.5142198930475158,GC,Vitamin D-binding protein,VTDB_HUMAN,P02774
0.38850462436676,7.859375655651092,,0.0038965807636037,0.3060413485273084,,CDK14_HUMAN,8,,0.0038965807636037,0.3060413485273084,-0.38850462436676,Non-significant,0.5142198930475158,CDK14,Cyclin-dependent kinase 14,CDK14_HUMAN,O94921
0.314848899841309,8.716736078262326,,0.0039837001736105,0.3060413485273084,,ZN428_HUMAN,8,,0.0039837001736105,0.3060413485273084,-0.314848899841309,Non-significant,0.5142198930475158,ZNF428,Zinc finger protein 428,ZN428_HUMAN,Q96B54
0.0809650421142578,15.496323347091687,,0.0039908320376132,0.3060413485273084,,LMAN1_HUMAN,8,,0.0039908320376132,0.3060413485273084,-0.0809650421142578,Non-significant,0.5142198930475158,LMAN1,Protein ERGIC-53,LMAN1_HUMAN,P49257
-0.143895149230957,14.562030553817744,,0.0040056788125286,0.3060413485273084,,ES8L2_HUMAN,8,,0.0040056788125286,0.3060413485273084,0.143895149230957,Non-significant,0.5142198930475158,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,ES8L2_HUMAN,Q9H6S3
-0.310516953468323,7.561685383319855,,0.0041130828112836,0.3074519981560687,,WASF1_HUMAN,8,,0.0041130828112836,0.3074519981560687,0.310516953468323,Non-significant,0.5122226800942565,WASF1,Actin-binding protein WASF1,WASF1_HUMAN,Q92558
-0.161756753921509,9.450555682182312,,0.0042500171835149,0.3074519981560687,,PT100_HUMAN,8,,0.0042500171835149,0.3074519981560687,0.161756753921509,Non-significant,0.5122226800942565,PET100,"Protein PET100 homolog, mitochondrial",PT100_HUMAN,P0DJ07
-0.0967414379119873,11.515751957893386,,0.0043008510804398,0.3074519981560687,,FAM3C_HUMAN,8,,0.0043008510804398,0.3074519981560687,0.0967414379119873,Non-significant,0.5122226800942565,FAM3C,Protein FAM3C,FAM3C_HUMAN,Q92520
0.523552179336548,12.371937632560751,,0.0043049511379928,0.3074519981560687,,MT1G_HUMAN,8,,0.0043049511379928,0.3074519981560687,-0.523552179336548,Non-significant,0.5122226800942565,MT1G,Metallothionein-1G,MT1G_HUMAN,P13640
-0.111562728881836,11.833573341369624,,0.0043219325518718,0.3074519981560687,,GOGB1_HUMAN,8,,0.0043219325518718,0.3074519981560687,0.111562728881836,Non-significant,0.5122226800942565,GOLGB1,Golgin subfamily B member 1,GOGB1_HUMAN,Q14789
-0.177397012710571,10.839409947395325,,0.0043443463583322,0.3074519981560687,,RMXL1_HUMAN,8,,0.0043443463583322,0.3074519981560687,0.177397012710571,Non-significant,0.5122226800942565,RBMXL1,"RNA binding motif protein, X-linked-like-1",RMXL1_HUMAN,Q96E39
-0.152650356292725,13.36333632469175,,0.0043475388379415,0.3074519981560687,,SCRIB_HUMAN,8,,0.0043475388379415,0.3074519981560687,0.152650356292725,Non-significant,0.5122226800942565,SCRIB,Protein scribble homolog,SCRIB_HUMAN,Q14160
-0.12160849571228,12.533185362815864,,0.0043534355424044,0.3074519981560687,,PARP1_HUMAN,8,,0.0043534355424044,0.3074519981560687,0.12160849571228,Non-significant,0.5122226800942565,PARP1,Poly [ADP-ribose] polymerase 1,PARP1_HUMAN,P09874
-0.432175477345784,6.553314129511515,,0.0044134818440977,0.3074519981560687,,SEN54_HUMAN,6,,0.0044134818440977,0.3074519981560687,0.432175477345784,Non-significant,0.5122226800942565,TSEN54,tRNA-splicing endonuclease subunit Sen54,SEN54_HUMAN,Q7Z6J9
0.214249610900879,11.779466152191166,,0.0044291853122389,0.3074519981560687,,DDC_HUMAN,8,,0.0044291853122389,0.3074519981560687,-0.214249610900879,Non-significant,0.5122226800942565,DDC,Aromatic-L-amino-acid decarboxylase,DDC_HUMAN,P20711
0.103290796279907,10.576930642128,,0.0045156745434918,0.3074519981560687,,CASP8_HUMAN,8,,0.0045156745434918,0.3074519981560687,-0.103290796279907,Non-significant,0.5122226800942565,CASP8,Caspase-8,CASP8_HUMAN,Q14790
0.138883590698242,12.20849132537841,,0.0045349950689886,0.3074519981560687,,MIC26_HUMAN,8,,0.0045349950689886,0.3074519981560687,-0.138883590698242,Non-significant,0.5122226800942565,APOO,MICOS complex subunit MIC26,MIC26_HUMAN,Q9BUR5
-0.124122142791748,10.166815996170056,,0.0045434211751961,0.3074519981560687,,SAFB2_HUMAN,8,,0.0045434211751961,0.3074519981560687,0.124122142791748,Non-significant,0.5122226800942565,SAFB2,Scaffold attachment factor B2,SAFB2_HUMAN,Q14151
-0.115482330322266,17.81693935394286,,0.0045506656607809,0.3074519981560687,,TBB4B_HUMAN,8,,0.0045506656607809,0.3074519981560687,0.115482330322266,Non-significant,0.5122226800942565,TUBB4B,Tubulin beta-4B chain,TBB4B_HUMAN,P68371
-0.157454967498779,15.150929927825914,,0.0047005868474737,0.3123875979167778,,SC22B_HUMAN,8,,0.0047005868474737,0.3123875979167778,0.157454967498779,Non-significant,0.5053062163543527,SEC22B,Vesicle-trafficking protein SEC22b,SC22B_HUMAN,O75396
0.100019216537476,14.470416188240064,,0.0047216578743455,0.3123875979167778,,HNMT_HUMAN,8,,0.0047216578743455,0.3123875979167778,-0.100019216537476,Non-significant,0.5053062163543527,HNMT,Histamine N-methyltransferase,HNMT_HUMAN,P50135
-0.0878167152404785,13.53058791160584,,0.0047633918913603,0.3123875979167778,,COPD_HUMAN,8,,0.0047633918913603,0.3123875979167778,0.0878167152404785,Non-significant,0.5053062163543527,ARCN1,Coatomer subunit delta,COPD_HUMAN,P48444
0.203884124755859,9.65131425857544,,0.0047765687754858,0.3123875979167778,,BL1S3_HUMAN,8,,0.0047765687754858,0.3123875979167778,-0.203884124755859,Non-significant,0.5053062163543527,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,BL1S3_HUMAN,Q6QNY0
-0.379622141520183,6.642867883046467,,0.0048557157073947,0.3150434595869227,,VP13B_HUMAN,7,,0.0048557157073947,0.3150434595869227,0.379622141520183,Non-significant,0.501629532061529,VPS13B,Intermembrane lipid transfer protein VPS13B,VP13B_HUMAN,Q7Z7G8
-0.681280136108398,6.926900625228882,,0.0049703738661281,0.3185444015369542,,ZN384_HUMAN,6,,0.0049703738661281,0.3185444015369542,0.681280136108398,Non-significant,0.4968300233019955,ZNF384,Zinc finger protein 384,ZN384_HUMAN,Q8TF68
0.102340459823608,15.8949919939041,,0.0050159648127071,0.3185444015369542,,CMBL_HUMAN,8,,0.0050159648127071,0.3185444015369542,-0.102340459823608,Non-significant,0.4968300233019955,CMBL,Carboxymethylenebutenolidase homolog,CMBL_HUMAN,Q96DG6
-0.222050189971924,11.71720862388613,,0.005026572207739,0.3185444015369542,,SYVN1_HUMAN,8,,0.005026572207739,0.3185444015369542,0.222050189971924,Non-significant,0.4968300233019955,SYVN1,E3 ubiquitin-protein ligase synoviolin,SYVN1_HUMAN,Q86TM6
0.0690608024597168,12.216435909271226,,0.0051303771871979,0.3213794227139527,,AAKB2_HUMAN,8,,0.0051303771871979,0.3213794227139527,-0.0690608024597168,Non-significant,0.4929819336954906,PRKAB2,5'-AMP-activated protein kinase subunit beta-2,AAKB2_HUMAN,O43741
0.204268932342529,13.228450298309326,,0.0051499332569452,0.3213794227139527,,CRIP2_HUMAN,8,,0.0051499332569452,0.3213794227139527,-0.204268932342529,Non-significant,0.4929819336954906,CRIP2,Cysteine-rich protein 2,CRIP2_HUMAN,P52943
0.102989435195923,15.1404379606247,,0.0052977241654929,0.3231731667783263,,ACOHC_HUMAN,8,,0.0052977241654929,0.3231731667783263,-0.102989435195923,Non-significant,0.4905647060778036,ACO1,Cytoplasmic aconitate hydratase,ACOHC_HUMAN,P21399
0.106995105743408,10.138360023498535,,0.0053215059846612,0.3231731667783263,,RABE2_HUMAN,8,,0.0053215059846612,0.3231731667783263,-0.106995105743408,Non-significant,0.4905647060778036,RABEP2,Rab GTPase-binding effector protein 2,RABE2_HUMAN,Q9H5N1
0.188781499862671,11.067121386528015,,0.0053434569545326,0.3231731667783263,,IFIT3_HUMAN,8,,0.0053434569545326,0.3231731667783263,-0.188781499862671,Non-significant,0.4905647060778036,IFIT3,Interferon-induced protein with tetratricopeptide repeats 3,IFIT3_HUMAN,O14879
-0.108643531799316,15.285719871521,,0.0053581229522053,0.3231731667783263,,ARF1_HUMAN,8,,0.0053581229522053,0.3231731667783263,0.108643531799316,Non-significant,0.4905647060778036,ARF1,ADP-ribosylation factor 1,ARF1_HUMAN,P84077
0.217893600463867,11.48441767692566,,0.0053763364748443,0.3231731667783263,,P4HA1_HUMAN,8,,0.0053763364748443,0.3231731667783263,-0.217893600463867,Non-significant,0.4905647060778036,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,P4HA1_HUMAN,P13674
0.197722673416138,12.840426325798024,,0.0055683413510969,0.3309620708105555,,KBTBB_HUMAN,8,,0.0055683413510969,0.3309620708105555,-0.197722673416138,Non-significant,0.4802217747485614,KBTBD11,Kelch repeat and BTB domain-containing protein 11,KBTBB_HUMAN,O94819
0.0661513805389404,11.402942061424264,,0.0056092652486488,0.3309620708105555,,C1R_HUMAN,8,,0.0056092652486488,0.3309620708105555,-0.0661513805389404,Non-significant,0.4802217747485614,C1R,Complement C1r subcomponent,C1R_HUMAN,P00736
-0.186678409576416,8.598461389541626,,0.0056273673202039,0.3309620708105555,,TAF9_HUMAN,8,,0.0056273673202039,0.3309620708105555,0.186678409576416,Non-significant,0.4802217747485614,TAF9,Transcription initiation factor TFIID subunit 9,TAF9_HUMAN,Q16594
0.142623662948608,11.11897122859955,,0.0056776987463373,0.3315370517950539,,NADE_HUMAN,8,,0.0056776987463373,0.3315370517950539,-0.142623662948608,Non-significant,0.4794679288250143,NADSYN1,Glutamine-dependent NAD(+) synthetase,NADE_HUMAN,Q6IA69
-0.130666971206665,9.774314284324646,,0.0057571694285501,0.333793333889342,,BCAM_HUMAN,8,,0.0057571694285501,0.333793333889342,0.130666971206665,Non-significant,0.4765223407663663,BCAM,Basal cell adhesion molecule,BCAM_HUMAN,P50895
-0.177185773849487,8.424415707588194,,0.0059651646108311,0.3434170471376387,,E2AK4_HUMAN,8,,0.0059651646108311,0.3434170471376387,0.177185773849487,Non-significant,0.4641781503688929,EIF2AK4,eIF-2-alpha kinase GCN2,E2AK4_HUMAN,Q9P2K8
-0.0863361358642578,15.787638425827025,,0.0061814477275007,0.3526325166008402,,RACK1_HUMAN,8,,0.0061814477275007,0.3526325166008402,0.0863361358642578,Non-significant,0.4526776434569937,RACK1,Small ribosomal subunit protein RACK1,RACK1_HUMAN,P63244
0.844231009483337,7.629089295864105,,0.0062484259349058,0.3526325166008402,,NSE3_HUMAN,8,,0.0062484259349058,0.3526325166008402,-0.844231009483337,Non-significant,0.4526776434569937,NSMCE3,Non-structural maintenance of chromosomes element 3 homolog,NSE3_HUMAN,Q96MG7
0.124470472335815,9.763582587242126,,0.0062786593123137,0.3526325166008402,,PLCG1_HUMAN,8,,0.0062786593123137,0.3526325166008402,-0.124470472335815,Non-significant,0.4526776434569937,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1_HUMAN,P19174
-0.138560056686401,8.26393234729767,,0.0062977795013728,0.3526325166008402,,BRAP_HUMAN,8,,0.0062977795013728,0.3526325166008402,0.138560056686401,Non-significant,0.4526776434569937,BRAP,BRCA1-associated protein,BRAP_HUMAN,Q7Z569
-0.0825939178466797,11.2867398262024,,0.0064844606205008,0.3606154120584655,,DNJB4_HUMAN,8,,0.0064844606205008,0.3606154120584655,0.0825939178466797,Non-significant,0.4429557162466925,DNAJB4,DnaJ homolog subfamily B member 4,DNJB4_HUMAN,Q9UDY4
0.376742005348206,6.058025181293488,,0.0065851559535291,0.3628061544450118,,ING1_HUMAN,8,,0.0065851559535291,0.3628061544450118,-0.376742005348206,Non-significant,0.440325354415588,ING1,Inhibitor of growth protein 1,ING1_HUMAN,Q9UK53
-0.118535757064819,10.931727051734915,,0.0066576169703944,0.3628061544450118,,CSTF2_HUMAN,8,,0.0066576169703944,0.3628061544450118,0.118535757064819,Non-significant,0.440325354415588,CSTF2,Cleavage stimulation factor subunit 2,CSTF2_HUMAN,P33240
-0.121553659439087,12.187620759010326,,0.0066829940220894,0.3628061544450118,,SUMO1_HUMAN,8,,0.0066829940220894,0.3628061544450118,0.121553659439087,Non-significant,0.440325354415588,SUMO1,Small ubiquitin-related modifier 1,SUMO1_HUMAN,P63165
0.17969799041748,18.790387630462632,,0.0067416393814152,0.3628061544450118,,ALDOB_HUMAN,8,,0.0067416393814152,0.3628061544450118,-0.17969799041748,Non-significant,0.440325354415588,ALDOB,Fructose-bisphosphate aldolase B,ALDOB_HUMAN,P05062
0.188599824905396,8.73363721370697,,0.0068155252832751,0.3628061544450118,,NFAC2_HUMAN,8,,0.0068155252832751,0.3628061544450118,-0.188599824905396,Non-significant,0.440325354415588,NFATC2,"Nuclear factor of activated T-cells, cytoplasmic 2",NFAC2_HUMAN,Q13469
-0.172811031341553,10.998819589614886,,0.0068691250039691,0.3628061544450118,,RGPD8_HUMAN,8,,0.0068691250039691,0.3628061544450118,0.172811031341553,Non-significant,0.440325354415588,RGPD8,RANBP2-like and GRIP domain-containing protein 8,RGPD8_HUMAN,O14715
0.179123878479004,10.67494201660154,,0.0068717236788454,0.3628061544450118,,IFT25_HUMAN,8,,0.0068717236788454,0.3628061544450118,-0.179123878479004,Non-significant,0.440325354415588,IFT25,Intraflagellar transport protein 25 homolog,IFT25_HUMAN,Q9Y547
0.310994625091553,9.222845077514648,,0.0069012124105046,0.3628061544450118,,GDE1_HUMAN,8,,0.0069012124105046,0.3628061544450118,-0.310994625091553,Non-significant,0.440325354415588,GDE1,Glycerophosphodiester phosphodiesterase 1,GDE1_HUMAN,Q9NZC3
0.319775581359863,12.508026123046886,,0.0069369504452624,0.3628061544450118,,MT1X_HUMAN,8,,0.0069369504452624,0.3628061544450118,-0.319775581359863,Non-significant,0.440325354415588,MT1X,Metallothionein-1X,MT1X_HUMAN,P80297
-0.105071067810059,9.669641733169556,,0.0070163056095258,0.3628061544450118,,IKKB_HUMAN,8,,0.0070163056095258,0.3628061544450118,0.105071067810059,Non-significant,0.440325354415588,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKKB_HUMAN,O14920
-0.224363088607788,13.078818440437333,,0.0070531332997572,0.3628061544450118,,RL35_HUMAN,8,,0.0070531332997572,0.3628061544450118,0.224363088607788,Non-significant,0.440325354415588,RPL35,Large ribosomal subunit protein uL29,RL35_HUMAN,P42766
0.174984931945801,8.635017156600952,,0.0070564132791139,0.3628061544450118,,CD033_HUMAN,8,,0.0070564132791139,0.3628061544450118,-0.174984931945801,Non-significant,0.440325354415588,C4orf33,UPF0462 protein C4orf33,CD033_HUMAN,Q8N1A6
-0.935112953186035,8.895655155181885,,0.0071544559496134,0.3655479836755598,,RNFT1_HUMAN,6,,0.0071544559496134,0.3655479836755598,0.935112953186035,Non-significant,0.437055607275921,RNFT1,E3 ubiquitin-protein ligase RNFT1,RNFT1_HUMAN,Q5M7Z0
0.256046056747437,13.60798561573029,,0.0072915342289678,0.3689271316043506,,A1AG2_HUMAN,8,,0.0072915342289678,0.3689271316043506,-0.256046056747437,Non-significant,0.4330594047548501,ORM2,Alpha-1-acid glycoprotein 2,A1AG2_HUMAN,P19652
-0.0765841007232666,14.283938050270075,,0.0073484126772893,0.3689271316043506,,RTCB_HUMAN,8,,0.0073484126772893,0.3689271316043506,0.0765841007232666,Non-significant,0.4330594047548501,RTCB,RNA-splicing ligase RtcB homolog,RTCB_HUMAN,Q9Y3I0
0.15388298034668,9.464898347854614,,0.0073896902450032,0.3689271316043506,,MEAK7_HUMAN,8,,0.0073896902450032,0.3689271316043506,-0.15388298034668,Non-significant,0.4330594047548501,MEAK7,MTOR-associated protein MEAK7,MEAK7_HUMAN,Q6P9B6
-0.785950422286987,9.132375597953796,,0.0075198310260132,0.3689271316043506,,GDF15_HUMAN,8,,0.0075198310260132,0.3689271316043506,0.785950422286987,Non-significant,0.4330594047548501,GDF15,Growth/differentiation factor 15,GDF15_HUMAN,Q99988
-0.107910871505737,11.701022267341624,,0.0075202091876813,0.3689271316043506,,DRG2_HUMAN,8,,0.0075202091876813,0.3689271316043506,0.107910871505737,Non-significant,0.4330594047548501,DRG2,Developmentally-regulated GTP-binding protein 2,DRG2_HUMAN,P55039
0.180344581604004,13.56705808639525,,0.0075354101191432,0.3689271316043506,,GHITM_HUMAN,8,,0.0075354101191432,0.3689271316043506,-0.180344581604004,Non-significant,0.4330594047548501,GHITM,Growth hormone-inducible transmembrane protein,GHITM_HUMAN,Q9H3K2
0.125418186187744,17.056335687637336,,0.0075646544696508,0.3689271316043506,,GSTM1_HUMAN,8,,0.0075646544696508,0.3689271316043506,-0.125418186187744,Non-significant,0.4330594047548501,GSTM1,Glutathione S-transferase Mu 1,GSTM1_HUMAN,P09488
-0.149377584457397,10.39847362041474,,0.0076383150448371,0.3689271316043506,,GOGA4_HUMAN,8,,0.0076383150448371,0.3689271316043506,0.149377584457397,Non-significant,0.4330594047548501,GOLGA4,Golgin subfamily A member 4,GOGA4_HUMAN,Q13439
0.202044486999512,17.21549129486085,,0.0076480287975455,0.3689271316043506,,HPT_HUMAN,8,,0.0076480287975455,0.3689271316043506,-0.202044486999512,Non-significant,0.4330594047548501,HP,Haptoglobin,HPT_HUMAN,P00738
0.143394231796265,10.158768057823174,,0.0076718791893259,0.3689271316043506,,TMPS6_HUMAN,8,,0.0076718791893259,0.3689271316043506,-0.143394231796265,Non-significant,0.4330594047548501,TMPRSS6,Transmembrane protease serine 6,TMPS6_HUMAN,Q8IU80
0.167775392532349,11.227594256401066,,0.0078215091882874,0.3705268959885421,,SCRN2_HUMAN,8,,0.0078215091882874,0.3705268959885421,-0.167775392532349,Non-significant,0.4311802617590016,SCRN2,Secernin-2,SCRN2_HUMAN,Q96FV2
0.266164302825928,8.85022234916687,,0.0078274043372878,0.3705268959885421,,PDK4_HUMAN,8,,0.0078274043372878,0.3705268959885421,-0.266164302825928,Non-significant,0.4311802617590016,PDK4,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",PDK4_HUMAN,Q16654
0.243272066116333,9.64347302913666,,0.0078411196337636,0.3705268959885421,,ANCHR_HUMAN,8,,0.0078411196337636,0.3705268959885421,-0.243272066116333,Non-significant,0.4311802617590016,ZFYVE19,Abscission/NoCut checkpoint regulator,ANCHR_HUMAN,Q96K21
-0.160525560379028,10.55299770832061,,0.0079353105031271,0.3728227779486467,,RM43_HUMAN,8,,0.0079353105031271,0.3728227779486467,0.160525560379028,Non-significant,0.4284975618888462,MRPL43,Large ribosomal subunit protein mL43,RM43_HUMAN,Q8N983
0.112926483154297,14.572858810424808,,0.0080712512786512,0.3734768608219483,,PNPO_HUMAN,8,,0.0080712512786512,0.3734768608219483,-0.112926483154297,Non-significant,0.427736300217103,PNPO,Pyridoxine-5'-phosphate oxidase,PNPO_HUMAN,Q9NVS9
0.103253841400146,11.31187462806705,,0.0080867191980945,0.3734768608219483,,UBA7_HUMAN,8,,0.0080867191980945,0.3734768608219483,-0.103253841400146,Non-significant,0.427736300217103,UBA7,Ubiquitin-like modifier-activating enzyme 7,UBA7_HUMAN,P41226
