Significant	-Log(P-value)	Difference	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Symbol color	Symbol type	Symbol size	Show label	B_1	B_2	B_3	B_4	BM_1	BM_2	BM_3	BM_4	C_1	C_2	C_3	C_4	CM_1	CM_2	CM_3	CM_4
	0.189415974483434	0.452174186706543	O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	Color2 [DarkGray]	1	4		17.4178524017334	14.0400762557983	16.9079933166504	17.0792350769043	16.1395473480225	13.3842029571533	14.9383687973022	17.3438701629639	13.8772020339966	16.2477245330811	17.3711471557617	18.0717449188232	16.3498840332031	16.0760307312012	15.8615474700928	15.4716596603394
	0.474107389177661	1.02618145942688	O43175	O43175;A0A286YFM8;A0A286YER3;A0A286YF34;A0A286YFB2;A0A286YFC8;A0A286YFA2;A0A286YFL2;A0A2C9F2M7;A0A286YF22	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	Color2 [DarkGray]	1	4		16.3901767730713	15.3849487304688	16.214506149292	16.2288417816162	15.8140048980713	15.281042098999	13.3458023071289	14.1644458770752	16.3742179870605	15.9504146575928	16.3108463287354	16.6297264099121	16.2938938140869	16.4389400482178	12.389084815979	16.0385608673096
	0.394429580144955	-0.188544273376465	O43505	O43505	B4GA1_HUMAN	B4GAT1	Beta-1,4-glucuronyltransferase 1	Color2 [DarkGray]	1	4		17.8390998840332	17.7072715759277	18.0042152404785	18.2655239105225	17.708194732666	17.4955501556396	17.7542343139648	17.3952827453613	17.2410526275635	17.4842643737793	17.6880321502686	17.611536026001	17.26096534729	17.5113658905029	18.0191402435303	17.9875907897949
	1.0265161187867	0.343647956848145	O43707	O43707;F5GXS2;H7C144	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	Color2 [DarkGray]	1	4		19.5888423919678	18.542329788208	18.7108135223389	19.5462341308594	18.7103252410889	18.4259815216064	19.5323505401611	19.0938282012939	19.9348392486572	19.8603916168213	19.9413318634033	19.9168319702148	19.8766212463379	19.7762546539307	19.5204448699951	19.1054821014404
	0.583630001902055	0.331598281860352	O43708	O43708;G3V5T0;G3V3B9;A0A0A0MR33;G3V267;A0A0C4DFM0;G3V4T6	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	Color2 [DarkGray]	1	4		15.9020614624023	13.8037071228027	14.7346992492676	16.2352294921875	13.6275091171265	13.9340591430664	15.7748384475708	15.06005859375	16.2625675201416	16.3100852966309	16.2550945281982	16.3282051086426	16.3283138275146	16.4937114715576	15.5926904678345	15.4148435592651
	0.318612112541436	-0.0768032073974609	O43852	O43852	CALU_HUMAN	CALU	Calumenin	Color2 [DarkGray]	1	4		17.6027069091797	17.2909278869629	17.2941265106201	17.19655418396	17.3153800964355	17.4301586151123	17.5504455566406	17.5072364807129	16.9306335449219	16.9264125823975	16.8498210906982	17.0218257904053	16.8372097015381	16.989860534668	17.2805252075195	16.9283103942871
	0.176866606351567	0.234236717224121	O43889	O43889	CREB3_HUMAN	CREB3	Cyclic AMP-responsive element-binding protein 3	Color2 [DarkGray]	1	4		15.5226182937622	16.8867568969727	16.9408645629883	16.6651420593262	16.9224796295166	13.0210676193237	13.8261241912842	14.2044067382813	17.4512672424316	18.6636447906494	18.2361068725586	18.1322231292725	16.5637245178223	18.4021244049072	18.0781707763672	18.5022754669189
	0.259334703976253	0.114906311035156	O60218	O60218;C9JRZ8	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	Color2 [DarkGray]	1	4		16.1453971862793	15.5729875564575	15.8338661193848	16.8073673248291	14.1388645172119	16.4953498840332	17.1374320983887	16.4799137115479	17.5782623291016	17.737829208374	17.2403717041016	17.5301780700684	17.741138458252	17.569299697876	17.2093105316162	17.1072673797607
	0.11361388408816	-0.0511422157287598	O60701	O60701;E7ETF4;D6RHF4;E7ER95;E9PBD2;E7ER83;E7EV97	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	Color2 [DarkGray]	1	4		17.1948528289795	16.4198112487793	16.8195304870605	17.4752349853516	16.6876087188721	16.6325416564941	17.7163581848145	17.0800685882568	17.6322784423828	17.6612281799316	17.6838932037354	17.7291431427002	18.0147514343262	17.9660263061523	17.6275615692139	17.3027725219727
	0.0685388375428097	-0.0177044868469238	O60888	O60888;C9IZG4	CUTA_HUMAN	CUTA	Protein CutA	Color2 [DarkGray]	1	4		20.2452201843262	20.2129878997803	20.011625289917	20.4658203125	20.0400199890137	19.9853610992432	20.1962127685547	20.1276588439941	20.0869159698486	20.1972579956055	20.014720916748	19.9680080413818	19.9110240936279	20.0843620300293	20.2871932983398	20.0551414489746
	0.154422376143287	0.0932021141052246	O75083	O75083;D6RD66	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	Color2 [DarkGray]	1	4		17.5826644897461	16.7431507110596	16.7131175994873	17.6851119995117	17.4320278167725	16.5554809570313	17.5769939422607	17.6246948242188	17.9466094970703	17.9495468139648	18.2314033508301	17.9901256561279	18.5375366210938	17.9932594299316	17.6520614624023	17.5620193481445
	0.0768607330991073	0.200743436813354	O75094	O75094;A0A0A0MSC8	SLIT3_HUMAN	SLIT3	Slit homolog 3 protein	Color2 [DarkGray]	1	4		17.2025260925293	16.8018341064453	12.8024606704712	16.6935005187988	16.3031330108643	16.9261226654053	13.0375719070435	15.4745264053345	13.8478841781616	15.5760946273804	15.3922672271729	16.1960716247559	13.234920501709	14.2492799758911	16.6882915496826	16.0368518829346
	0.235540712922161	0.138681173324585	O75131;O95741;Q86YQ8;Q8IYJ1;Q96A23;Q96FN4;Q9HCH3;Q9UBL6	O75131;Q86YQ8;Q9HCH3;Q96FN4;O95741;Q96A23;Q9UBL6;Q8IYJ1;E7ENV7	CPNE2_HUMAN;CPNE3_HUMAN;CPNE4_HUMAN;CPNE5_HUMAN;CPNE6_HUMAN;CPNE7_HUMAN;CPNE8_HUMAN;CPNE9_HUMAN	CPNE2;CPNE3;CPNE4;CPNE5;CPNE6;CPNE7;CPNE8;CPNE9	Copine-3	Color2 [DarkGray]	1	4		15.2324810028076	13.492790222168	13.7806625366211	14.8313665390015	13.9179935455322	14.7051792144775	14.8359317779541	14.9297342300415	16.0459861755371	15.798360824585	15.5551376342773	15.5897741317749	15.0811462402344	16.0331630706787	15.8370485305786	15.4831762313843
	1.00864719241439	-0.287325859069824	O75144	O75144;A0A087X1L8;K4DIA0	ICOSL_HUMAN	ICOSLG	ICOS ligand	Color2 [DarkGray]	1	4		19.6565265655518	19.5818386077881	19.4461975097656	19.6392040252686	19.4721336364746	19.6373863220215	19.404712677002	19.6931686401367	19.0287055969238	19.3017024993896	19.0922412872314	18.8802108764648	19.0411987304688	19.3321399688721	19.5383720397949	19.5404529571533
	0.919843927172837	0.511530876159668	O75347	O75347;E5RIW3;E5RJD8	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	Color2 [DarkGray]	1	4		17.6468830108643	16.4194087982178	15.7749929428101	16.9861316680908	16.594310760498	15.8564014434814	17.5058574676514	17.0219554901123	17.858491897583	17.4093990325928	17.5178394317627	17.9113388061523	17.6748332977295	17.4299545288086	16.5119934082031	17.0341644287109
	0.711219825300247	0.26075553894043	O75369	O75369;E7EN95	FLNB_HUMAN	FLNB	Filamin-B	Color2 [DarkGray]	1	4		18.380241394043	17.3969306945801	17.5381202697754	18.4476165771484	17.5992584228516	17.4457588195801	18.4835357666016	18.0448150634766	18.7524166107178	18.7203350067139	18.7773990631104	18.7944660186768	18.8266010284424	18.7081909179688	18.4422149658203	18.0245876312256
	0.273170609605431	-0.146316528320313	O75503	O75503;A0A1C7CYZ2;A0A1B0GU14;A0A1B0GWJ7;A0A1B0GVL0;A0A087WZY0;A0A1B0GTR6;A0A1B0GTV7;A0A1B0GWI2;A0A1B0GUE8;A0A1B0GV94	CLN5_HUMAN	CLN5	Ceroid-lipofuscinosis neuronal protein 5	Color2 [DarkGray]	1	4		16.7779483795166	16.4852466583252	16.6679706573486	16.8800258636475	16.6202774047852	16.504077911377	16.4238433837891	16.7263374328613	16.3947353363037	16.863000869751	16.7063884735107	16.5374507904053	16.1825695037842	16.9404964447021	16.9793910980225	16.9843845367432
	0.241987723849201	0.303370237350464	O75608	O75608;E5RGR0;A0A087X1K9;B4DP64	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	Color2 [DarkGray]	1	4		16.0049514770508	14.6754999160767	14.2952737808228	16.1799774169922	14.360445022583	14.8343076705933	16.3154582977295	15.5750961303711	16.4676876068115	15.823673248291	16.2544136047363	15.7168035507202	16.2069187164307	16.7185859680176	15.6255350112915	14.4980573654175
	0.153067447804433	0.0926823616027832	O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	Color2 [DarkGray]	1	4		19.2056617736816	18.3641338348389	18.5568695068359	19.0643119812012	18.154333114624	18.1985931396484	19.6079063415527	19.0194339752197	19.1153564453125	19.1153507232666	19.2338333129883	19.1982574462891	19.4326610565186	19.4578704833984	18.8991088867188	18.5024280548096
	0.263554133522707	-0.116407632827759	O75882	O75882	ATRN_HUMAN	ATRN	Attractin	Color2 [DarkGray]	1	4		15.4400358200073	15.2829580307007	15.4736042022705	15.5504522323608	14.8785057067871	14.9561223983765	15.0934295654297	15.2803325653076	14.8950071334839	14.8468227386475	14.4183731079102	15.0332164764404	15.0380020141602	14.5890073776245	14.8704128265381	15.1616277694702
	0.760763115848848	-0.340830326080322	O75891	O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	Color2 [DarkGray]	1	4		18.7874336242676	17.6450176239014	17.9596004486084	18.5423698425293	18.0471248626709	18.127420425415	19.8512630462646	19.0095329284668	18.922119140625	18.8895225524902	18.8818340301514	19.0481834411621	19.7948112487793	19.454626083374	19.0351829528809	18.8203601837158
	1.1358775162511	0.327764511108398	O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	Color2 [DarkGray]	1	4		17.3252353668213	15.6687879562378	15.4361810684204	16.9525585174561	16.354190826416	15.6988887786865	17.265661239624	16.2804698944092	17.2839107513428	17.4339847564697	17.5174160003662	17.5388031005859	17.3861236572266	17.2649192810059	17.0649223327637	16.747091293335
	0.921081017769065	0.250883102416992	O94760	O94760;B4DYP1	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	Color2 [DarkGray]	1	4		18.2116641998291	17.0901851654053	17.2930221557617	17.9505271911621	17.3562278747559	17.0171566009521	18.2022342681885	17.925838470459	18.2453117370605	18.2488822937012	18.3001251220703	18.3657150268555	18.2499198913574	18.2418384552002	17.9896545410156	17.6750888824463
	0.34634659767954	0.188027858734131	O95154	O95154	ARK73_HUMAN	AKR7A3	Aflatoxin B1 aldehyde reductase member 3	Color2 [DarkGray]	1	4		17.2725849151611	15.9604749679565	16.1005229949951	17.1112785339355	14.5233812332153	16.3093452453613	17.6031627655029	16.7589778900146	17.3465576171875	17.25732421875	17.1865196228027	17.363073348999	17.5205192565918	17.3215312957764	17.0958614349365	16.463451385498
	1.04304460737893	0.419671535491943	O95336	O95336;M0R261	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	Color2 [DarkGray]	1	4		17.5640907287598	16.332971572876	16.6200904846191	17.5981388092041	16.4489364624023	14.9302473068237	17.6030387878418	16.9172096252441	17.746789932251	17.7783470153809	17.94651222229	17.9487037658691	17.9156932830811	17.500452041626	17.389009475708	16.9365119934082
	0.130985223212076	0.0666937828063965	O95394	O95394;D6RIS6;A0A494C0G1;A0A087WT27;A0A494C099;A0A494C1E2;H0Y987;A0A494C163;A0A494C1Q4;J3KN95	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	Color2 [DarkGray]	1	4		16.8216876983643	16.1850490570068	16.2111701965332	16.8554039001465	16.1908054351807	16.1524887084961	16.6666126251221	16.4016208648682	16.9864082336426	16.9392585754395	16.8412570953369	16.7357406616211	16.9243259429932	17.2011375427246	16.7870101928711	16.3234157562256
	0.352429727724444	-0.0985145568847656	O95396	O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	Color2 [DarkGray]	1	4		19.0520610809326	19.1566123962402	19.2631549835205	19.5574073791504	19.2636547088623	19.0614604949951	19.1538562774658	19.1195068359375	18.9840183258057	19.4257946014404	18.963565826416	19.108715057373	19.0526237487793	19.2850341796875	19.2720394134521	19.2664546966553
+	2.7419390471445	-0.413705825805664	O95445	O95445	APOM_HUMAN	APOM	Apolipoprotein M	Color2 [DarkGray]	1	4		21.3169269561768	21.4524536132813	21.246768951416	21.1599140167236	21.2430305480957	21.2508926391602	21.3498764038086	21.4463367462158	20.989372253418	21.0171775817871	20.8610877990723	20.8193035125732	21.1791744232178	21.2967071533203	21.4283885955811	21.4374942779541
+	3.12616861559061	-0.593353748321533	O95479	O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	Color2 [DarkGray]	1	4		17.4547252655029	17.1774578094482	17.4835643768311	17.3293323516846	17.5092887878418	17.8415393829346	17.7309284210205	17.5692691802979	16.8076686859131	16.8661441802979	16.6625156402588	16.8301563262939	17.2050399780273	17.4103107452393	17.5994548797607	17.3250942230225
	0.394183966349869	-0.301492214202881	O95490	O95490;H0Y3V3;A0A6I8PRJ0;B1ALU1;A0A6I8PUE4;A0A6I8PRQ0;A0A6I8PIV6;B1ALU3;A0A6I8PRM6;A0A6I8PTT2;A0A6I8PLG0;H0Y5C0	AGRL2_HUMAN	ADGRL2	Adhesion G protein-coupled receptor L2	Color2 [DarkGray]	1	4		18.3143615722656	18.3226852416992	18.6608276367188	18.3933525085449	18.2450466156006	17.6677627563477	18.196870803833	18.1429195404053	18.1509017944336	18.6686706542969	17.412281036377	18.2014102935791	18.7709445953369	18.2554531097412	17.878511428833	18.7343235015869
	0.82371734231405	0.113092422485352	O95497	O95497	VNN1_HUMAN	VNN1	Pantetheinase	Color2 [DarkGray]	1	4		19.8133907318115	19.6065673828125	19.6159648895264	19.8928318023682	19.5218772888184	19.5262584686279	19.3337535858154	19.6344356536865	19.7806453704834	19.8822135925293	19.8774185180664	19.7364482879639	19.6709480285645	19.5634098052979	19.835542678833	19.7544555664063
	0.334104195073122	0.679762125015259	O95757;P34932;Q92598	P34932;O95757;Q92598;D6RJ96;A0A087WYC1;A0A087WTS8;E9PDE8;A0A0A0MSM0	HS105_HUMAN;HS74L_HUMAN;HSP74_HUMAN	HSPA4;HSPA4L;HSPH1	Heat shock 70 kDa protein 4L	Color2 [DarkGray]	1	4		16.6697025299072	14.085470199585	13.1435747146606	16.9588241577148	16.6467418670654	16.6381664276123	16.9492340087891	16.6384506225586	16.9234428405762	16.9677448272705	16.9567966461182	16.9953689575195	17.3413963317871	17.0414886474609	17.0557479858398	13.6856718063354
	0.127495288404192	-0.0374088287353516	O95831	O95831;A0A6Q8PFQ8;A0A6Q8PFE1;A0A6Q8PHC0;A0A6Q8PFM5;A0A6Q8PHJ9;A0A6Q8PG15;A0A6Q8PFA7;E9PMA0;A0A6Q8PFS4	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	Color2 [DarkGray]	1	4		17.370849609375	16.8754730224609	17.0116310119629	17.5888175964355	17.0761680603027	16.5103359222412	17.5370903015137	17.0100803375244	17.6128540039063	17.408130645752	17.6092948913574	17.8535346984863	17.8422031402588	17.6169929504395	17.5769710540771	17.597282409668
	0.650781147112445	0.614423274993896	O95861	O95861;F8VVW8;A6NF51;F8W1J0;F8VZG4	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	Color2 [DarkGray]	1	4		14.4756259918213	13.9056434631348	13.831371307373	14.0552711486816	12.3343343734741	13.5134773254395	15.757173538208	14.5356941223145	16.0223846435547	15.5312719345093	15.5624151229858	16.7443084716797	15.15207862854	16.3353595733643	15.2573108673096	14.65793800354
	0.352247037567848	0.104758024215698	O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	Color2 [DarkGray]	1	4		16.0675106048584	15.8673343658447	15.9672079086304	16.3816909790039	16.0708847045898	15.8609046936035	15.9760789871216	16.4626598358154	16.2686653137207	15.8332014083862	15.9860000610352	16.1044750213623	15.7425565719604	15.9114198684692	16.1744041442871	15.9449291229248
	0.207596916160137	-0.465752601623535	O95876	O95876;C9JDS5;H7C375	FRITZ_HUMAN	WDPCP	WD repeat-containing and planar cell polarity effector protein fritz homolog	Color2 [DarkGray]	1	4		13.7547369003296	17.6899356842041	17.7775707244873	13.9310836791992	17.8995933532715	17.7914752960205	13.7181549072266	15.3637657165527	14.502311706543	17.5536136627197	17.3848857879639	17.250186920166	15.5902137756348	17.7321281433105	17.5959205627441	17.6357460021973
	0.567443910678492	-0.102871894836426	O95954	O95954	FTCD_HUMAN	FTCD	Formimidoyltransferase-cyclodeaminase	Color2 [DarkGray]	1	4		17.7946815490723	17.3681735992432	17.4551906585693	17.9622287750244	17.4023132324219	16.8354587554932	18.5159034729004	17.8876667022705	18.0136775970459	17.9844913482666	17.872091293335	17.983226776123	18.1809730529785	18.2130565643311	17.9888458251953	17.8820991516113
	0.515134264015923	-0.187936782836914	O95995	O95995;H3BUA7;A0A087WZT7	DRC4_HUMAN	GAS8	Dynein regulatory complex subunit 4	Color2 [DarkGray]	1	4		19.6286201477051	19.7170448303223	19.5669555664063	20.0078945159912	20.0115985870361	19.5386199951172	19.6003932952881	20.1915340423584	19.781946182251	19.3262138366699	19.3276977539063	19.6704921722412	19.5189342498779	19.522777557373	19.8032722473145	20.0131130218506
	1.3177340401669	0.273495674133301	P00167	CYB5_HUMAN;P00167	CYB5_HUMAN	CYB5A	Cytochrome b5	Color2 [DarkGray]	1	4		19.2279186248779	18.6056632995605	18.8177604675293	19.1863651275635	18.8261604309082	18.4573364257813	19.0255393981934	18.8340816497803	19.2070331573486	19.5738716125488	19.4125118255615	19.282356262207	19.2099723815918	19.2312679290771	19.0250263214111	18.9155235290527
	0.545787549909928	-0.298399448394775	P00325	P08319;P00325;A0A0D9SFB5;D6R9K8;D6RHZ6;H0Y9N0;D6RIB1;V9HW50	ADH1B_HUMAN	ADH1B	All-trans-retinol dehydrogenase [NAD(+)] ADH1B	Color2 [DarkGray]	1	4		21.13112449646	19.944766998291	20.0707244873047	21.0780544281006	20.4107360839844	20.2368965148926	22.3715934753418	21.1687412261963	21.6599941253662	21.5905151367188	21.4281940460205	21.7103366851807	22.5389137268066	21.9398078918457	21.7480010986328	21.3559150695801
	0.738483746648297	-0.266361236572266	P00326	P00326;A0A087WU81;A0A087WUC4	ADH1G_HUMAN	ADH1C	Alcohol dehydrogenase 1C	Color2 [DarkGray]	1	4		18.1016368865967	17.0505294799805	17.0354118347168	17.9899597167969	17.5613842010498	17.2071952819824	19.1176834106445	18.0292701721191	18.6587200164795	18.7149295806885	18.5241012573242	18.8167095184326	19.3196563720703	19.0385189056396	18.9001064300537	18.5216236114502
	0.644630659466403	-0.296871662139893	P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	Color2 [DarkGray]	1	4		18.999547958374	18.4612159729004	18.6941165924072	19.1250171661377	18.7327632904053	18.6983795166016	19.9453659057617	19.2888317108154	19.5069446563721	19.8744373321533	19.5112133026123	19.5434722900391	20.1783542633057	20.2983684539795	19.7128658294678	19.4339656829834
	0.00646726032124359	0.00430822372436523	P00352	P00352;Q5SYQ8;Q5SYQ7;Q5SYQ9	AL1A1_HUMAN	ALDH1A1	Retinal dehydrogenase 1	Color2 [DarkGray]	1	4		20.1464385986328	18.9737396240234	19.0859699249268	19.9349555969238	19.2399883270264	18.7631740570068	20.6706829071045	19.9147701263428	20.1505851745605	20.1573867797852	20.2251281738281	20.2033767700195	20.6726856231689	20.3882389068604	20.0039081573486	19.654411315918
	0.168758105652222	-0.0614123344421387	P00367	DHE3_BOVIN;P49448;P00367	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	Color2 [DarkGray]	1	4		20.0043869018555	19.8878917694092	19.8795776367188	20.2366161346436	19.5806159973145	19.6933822631836	20.3781108856201	20.107572555542	20.2339878082275	20.1640205383301	19.8688812255859	20.0490646362305	19.9774036407471	20.4000377655029	20.2695999145508	19.9145622253418
	0.0345207246497083	0.00806045532226563	P00390	P00390;H0YC68;A0A2R8YF59	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	Color2 [DarkGray]	1	4		18.1232681274414	17.420560836792	17.406909942627	18.0029525756836	17.7379932403564	17.6393413543701	18.2784042358398	17.9950542449951	18.2978343963623	18.3622226715088	18.1001434326172	18.4122676849365	18.4005546569824	18.2945137023926	18.2379283905029	18.2072296142578
	0.893010258412299	0.268457412719727	P00441	SODC_HUMAN;P00441;H7BYH4	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	Color2 [DarkGray]	1	4		21.3926620483398	20.2117652893066	20.4046592712402	20.9262561798096	20.6621875762939	20.1968975067139	21.5512580871582	21.0269050598145	21.6347408294678	21.3747673034668	21.6024761199951	21.5655860900879	21.5512256622314	21.4306983947754	21.2101058959961	20.9117107391357
+	2.73359488619648	-0.74910306930542	P00450	P00450;E9PFZ2;H7C5R1	CERU_HUMAN	CP	Ceruloplasmin	Color2 [DarkGray]	1	4		21.7457466125488	21.776330947876	21.8398361206055	21.7980213165283	21.9012813568115	21.8966732025146	21.7823925018311	21.9792823791504	20.6549606323242	20.709171295166	20.5907802581787	20.5539932250977	21.0676288604736	21.233699798584	21.6688232421875	21.5351657867432
	1.1841405843558	0.427622318267822	P00480	P00480	OTC_HUMAN	OTC	Ornithine carbamoyltransferase, mitochondrial	Color2 [DarkGray]	1	4		18.1347026824951	17.3832225799561	17.7421703338623	18.3136444091797	17.5632934570313	17.7377033233643	18.462818145752	18.0140361785889	19.3618755340576	18.9740581512451	19.1419048309326	19.2195625305176	18.8098812103271	19.1527080535889	18.7073822021484	18.3169403076172
