"First.Protein.Description","CTRL_2","CTRL_3","CTRL_4","CTRL.myr_1","CTRL.myr_2","CTRL.myr_3","CTRL.myr_4","HBV_1","HBV_2","HBV_3","HBV_4","HBV.myr_1","HBV.myr_2","HBV.myr_3","HBV.myr_4","Pval","adjPval","negLog10_sca_adjPval","HBV.myr_vs_HBV","Diff_Abund","Protein_Names","Genes","ProtDesc"
"Thioredoxin",19.8822364807129,19.950984954834,20.150634765625,19.4901809692383,19.6785945892334,20.3156185150146,20.1301136016846,18.9105339050293,18.9052257537842,19.5064678192139,19.9607315063477,18.7595310211182,18.817626953125,19.2650337219238,19.940113067627,0.74921333942057,0.993555423949802,0.00280790143369389,0.125163555145274,"Non-significant","THIO_HUMAN","TXN","Thioredoxin"
"3-ketoacyl-CoA thiolase, mitochondrial",20.3831405639648,20.1520843505859,20.5850868225098,19.2082099914551,19.8885097503662,20.1300506591797,20.2894802093506,18.6668968200684,18.7517700195313,19.4353580474854,19.4568901062012,18.4645538330078,18.6928768157959,19.0149612426758,19.7117233276367,0.768350494112294,0.993555423949802,0.00280790143369389,0.106699943542527,"Non-significant","THIM_HUMAN","ACAA2","3-ketoacyl-CoA thiolase, mitochondrial"
"Acetyl-CoA acetyltransferase, mitochondrial",19.9775009155273,19.484073638916,19.9687538146973,19.0251617431641,19.3156070709229,19.5463352203369,19.5368309020996,18.6576843261719,18.3049697875977,18.8198947906494,18.8242588043213,18.1277275085449,18.4474582672119,18.5541095733643,19.1207866668701,0.726078074636912,0.993555423949802,0.00280790143369389,0.0891814231872736,"Non-significant","THIL_HUMAN","ACAT1","Acetyl-CoA acetyltransferase, mitochondrial"
"3-ketoacyl-CoA thiolase, peroxisomal",19.8923416137695,19.9012870788574,19.8803539276123,19.427267074585,19.9966449737549,19.6722469329834,19.9521236419678,19.9162044525146,20.1089000701904,20.0360927581787,20.6892414093018,19.9350852966309,19.8667240142822,19.6461753845215,19.8920974731445,0.130346311344296,0.74507150923758,0.127802043255849,0.352589130401601,"Non-significant","THIK_HUMAN","ACAA1","3-ketoacyl-CoA thiolase, peroxisomal"
"Acetyl-CoA acetyltransferase, cytosolic",18.2915077209473,18.0410385131836,18.027193069458,16.9841842651367,17.5670356750488,18.4501552581787,18.2143516540527,16.6444339752197,16.1666240692139,17.2271366119385,17.555248260498,15.8492097854614,15.8294925689697,16.8509311676025,17.6605949401855,0.541290802225112,0.986278956908265,0.00600023281587292,0.350803613662752,"Non-significant","THIC_HUMAN","ACAT2","Acetyl-CoA acetyltransferase, cytosolic"
"Thyroxine-binding globulin",21.219123840332,21.4905757904053,21.3141422271729,21.5096378326416,21.5816535949707,21.2149219512939,21.3995208740234,21.4514617919922,21.3534832000732,21.5533695220947,21.3986072540283,21.3265171051025,21.4295749664307,21.4168567657471,21.3588314056396,0.308726462743036,0.954890286085711,0.0200465246306734,0.056285381317128,"Non-significant","THBG_HUMAN","SERPINA7","Thyroxine-binding globulin"
"Protein-glutamine gamma-glutamyltransferase E",15.7394618988037,14.1056060791016,14.9913930892944,14.3140659332275,14.157693862915,16.1834316253662,15.4093713760376,14.9933767318726,13.5931463241577,13.9220314025879,13.3191804885864,15.449070930481,11.9418792724609,14.1782836914063,13.5952339172363,0.847787234225158,0.993555423949802,0.00280790143369389,0.165816783905024,"Non-significant","TGM3_HUMAN","TGM3","Protein-glutamine gamma-glutamyltransferase E"
"Protein-glutamine gamma-glutamyltransferase 2",17.4251918792725,17.5308856964111,17.3184108734131,17.0763664245605,16.8536510467529,17.1113090515137,17.1125106811523,16.9897708892822,16.2888050079346,16.9122219085693,17.3213653564453,16.4353618621826,17.429235458374,15.8565883636475,16.6397514343262,0.492505932971779,0.986278956908265,0.00600023281587292,0.287806510925275,"Non-significant","TGM2_HUMAN","TGM2","Protein-glutamine gamma-glutamyltransferase 2"
"Tetranectin",19.6142616271973,19.9036273956299,19.6927032470703,19.9730911254883,19.9651927947998,19.5658378601074,19.7850360870361,20.0148162841797,19.9424343109131,20.1734828948975,19.776424407959,19.7623157501221,19.8981437683105,19.6885643005371,19.8806686401367,0.139646652686662,0.751941469628192,0.123815963140785,0.169366359710725,"Non-significant","TETN_HUMAN","CLEC3B","Tetranectin"
"Transitional endoplasmic reticulum ATPase",18.6632671356201,18.5347557067871,18.7654800415039,17.9721431732178,18.2645530700684,18.9942398071289,18.5394992828369,17.3353290557861,16.9417819976807,18.0365543365479,18.1292476654053,17.2795658111572,17.5951557159424,17.937183380127,18.6361103057861,0.55977516024253,0.986278956908265,0.00600023281587292,-0.251275539398172,"Non-significant","TERA_HUMAN","VCP","Transitional endoplasmic reticulum ATPase"
"Translationally-controlled tumor protein",16.5915241241455,14.9582567214966,16.6351089477539,13.1128358840942,14.1202049255371,13.9999370574951,15.0993719100952,12.9977703094482,12.9424686431885,12.8429889678955,14.1761236190796,11.9694709777832,12.4628353118896,13.0215463638306,14.6592102050781,0.763783580838352,0.993555423949802,0.00280790143369389,0.211572170257575,"Non-significant","TCTP_HUMAN","TPT1","Translationally-controlled tumor protein"
"T-complex protein 1 subunit zeta",14.6242074966431,14.0376415252686,14.1511192321777,14.8898077011108,13.5824270248413,14.6040258407593,13.0821523666382,13.5164852142334,11.5302219390869,13.7696552276611,13.9735336303711,13.4569959640503,12.5802326202393,13.5118618011475,13.422248840332,0.943969417275016,0.993555423949802,0.00280790143369389,-0.0453608036041491,"Non-significant","TCPZ_HUMAN","CCT6A","T-complex protein 1 subunit zeta"
"T-complex protein 1 subunit theta",15.6470003128052,14.441309928894,13.9255266189575,13.766453742981,13.5656509399414,15.3658676147461,14.065221786499,12.7325019836426,12.5056838989258,13.8976001739502,13.8272666931152,13.3500356674194,13.6834840774536,13.6753396987915,15.5876379013062,0.236375049456364,0.917635544265979,0.0373297725483677,-0.833361148834225,"Non-significant","TCPQ_HUMAN","CCT8","T-complex protein 1 subunit theta"
"T-complex protein 1 subunit gamma",13.1726884841919,13.5616455078125,14.5728778839111,14.9698629379272,14.5359134674072,14.3759765625,13.616063117981,12.2868242263794,14.3363494873047,13.0230531692505,13.3102712631226,12.8415822982788,14.0410261154175,13.561502456665,13.078761100769,0.78873268552319,0.993555423949802,0.00280790143369389,-0.141593456268275,"Non-significant","TCPG_HUMAN","CCT3","T-complex protein 1 subunit gamma"
"T-complex protein 1 subunit beta",13.5354337692261,14.8832006454468,14.1864442825317,15.1089324951172,14.6756706237793,13.7877902984619,13.6474475860596,13.3701152801514,13.9904670715332,13.9338293075562,13.4878263473511,14.8939180374146,14.4205856323242,13.8099346160889,13.7575883865356,0.155837483387686,0.794893321325043,0.0996911519329489,-0.52494716644285,"Non-significant","TCPB_HUMAN","CCT2","T-complex protein 1 subunit beta"
"T-complex protein 1 subunit alpha",13.7446451187134,13.5320997238159,14.2186765670776,12.6965999603271,12.7906980514526,14.582347869873,13.3045797348022,13.7123765945435,14.9858226776123,13.1921815872192,14.4563798904419,14.8831968307495,12.4908571243286,13.3110256195068,12.564754486084,0.304119787064399,0.954890286085711,0.0200465246306734,0.774231672286998,"Non-significant","TCPA_HUMAN","TCP1","T-complex protein 1 subunit alpha"
"Tubulin-specific chaperone D",13.7268333435059,16.9954586029053,16.8237285614014,18.6296844482422,18.3249454498291,17.9314250946045,17.9332637786865,18.7339000701904,18.3732643127441,18.3572864532471,18.9316082000732,19.258373260498,18.9999256134033,18.914680480957,19.2652435302734,0.0275648465304147,0.458265573568144,0.33888276717364,-0.510540962219224,"Non-significant","TBCD_HUMAN","TBCD","Tubulin-specific chaperone D"
"Tubulin-specific chaperone A",16.579662322998,16.6871433258057,16.8288669586182,15.5463218688965,15.9375877380371,16.9283905029297,16.499927520752,14.7107152938843,14.7312183380127,16.1798477172852,16.0580577850342,15.1320095062256,14.6172037124634,15.8044385910034,15.9546594619751,0.935843631749084,0.993555423949802,0.00280790143369389,0.0428819656372248,"Non-significant","TBCA_HUMAN","TBCA","Tubulin-specific chaperone A"
"Tubulin beta chain",19.4539585113525,19.2786464691162,19.3115863800049,18.9022006988525,18.9556350708008,19.2712783813477,19.174222946167,18.8792190551758,18.5293159484863,18.6298122406006,18.5278244018555,18.5099754333496,18.524435043335,18.451473236084,18.2410717010498,0.0964613439353188,0.700192218930129,0.154782719755626,0.209804058074948,"Non-significant","TBB5_HUMAN","TUBB","Tubulin beta chain"
"Tubulin beta-4B chain",18.2497425079346,18.4578266143799,18.483024597168,18.2622776031494,18.2488765716553,17.999174118042,18.2339744567871,17.8121776580811,17.7021865844727,18.0384426116943,18.3144111633301,17.8718032836914,17.9878349304199,17.7369365692139,18.0903873443604,0.783957700304792,0.993555423949802,0.00280790143369389,0.0450639724731481,"Non-significant","TBB4B_HUMAN","TUBB4B","Tubulin beta-4B chain"
"Tubulin beta-3 chain",16.3063488006592,16.0268421173096,16.0123195648193,15.5986804962158,15.5875253677368,16.2232265472412,15.7511701583862,15.9036493301392,14.95876121521,15.1753549575806,14.4716663360596,13.4371366500854,13.820746421814,15.5508575439453,15.3753995895386,0.389600521018557,0.986278956908265,0.00600023281587292,0.581322908401525,"Non-significant","TBB3_HUMAN","TUBB3","Tubulin beta-3 chain"
"Tubulin beta-2A chain",16.1814403533936,15.7298994064331,15.6973962783813,16.1410865783691,16.1262226104736,15.5665740966797,15.4810390472412,16.1064987182617,14.8828773498535,14.6005516052246,15.5160999298096,15.3331899642944,15.7991123199463,15.2956438064575,15.4570760726929,0.615189540107129,0.986278956908265,0.00600023281587292,-0.194748640060425,"Non-significant","TBB2A_HUMAN","TUBB2A","Tubulin beta-2A chain"
"Tubulin beta-1 chain",16.0530910491943,16.0949192047119,13.8378028869629,16.629940032959,15.6566591262817,16.1344318389893,16.3743324279785,16.1516361236572,16.5076560974121,16.0988292694092,16.3254833221436,16.1176834106445,16.5691947937012,16.0614738464355,16.3765621185303,0.947486149854021,0.993555423949802,0.00280790143369389,-0.0103273391723491,"Non-significant","TBB1_HUMAN","TUBB1","Tubulin beta-1 chain"
"Tubulin alpha-4A chain",19.0137825012207,18.8495235443115,18.8792266845703,18.4783515930176,18.6104259490967,18.678035736084,18.5719051361084,18.5923442840576,18.2654132843018,18.575325012207,18.5050010681152,18.0009689331055,18.2783088684082,18.2307472229004,18.2348728179932,0.0237341773732055,0.424933060277968,0.371679478988747,0.298296451568575,"Non-significant","TBA4A_HUMAN","TUBA4A","Tubulin alpha-4A chain"
"Tubulin alpha-1A chain",20.0029602050781,19.7734508514404,19.8463439941406,19.3727283477783,19.6705493927002,19.7285118103027,19.6105861663818,19.5909614562988,19.0778331756592,19.3331642150879,19.283130645752,18.8295459747314,19.4726123809814,19.1618518829346,19.0219039916992,0.291191811223792,0.95109345172468,0.0217768084312751,0.199793815612828,"Non-significant","TBA1A_HUMAN;TBA1C_HUMAN","TUBA1A;TUBA1C","Tubulin alpha-1A chain"
"Target of Nesh-SH3",15.8594694137573,14.1838979721069,15.2251882553101,16.8308372497559,16.4133834838867,15.4533834457397,16.1427268981934,16.1454067230225,15.4418935775757,15.7610683441162,14.7613162994385,16.5803813934326,16.2026119232178,15.8368911743164,15.9893922805786,0.124879406389067,0.74507150923758,0.127802043255849,-0.624897956848123,"Non-significant","TARSH_HUMAN","ABI3BP","Target of Nesh-SH3"
"Serine/threonine-protein kinase TAO3",18.4251670837402,18.3466739654541,18.0954895019531,18.4405250549316,18.4879455566406,18.2550373077393,18.2850322723389,18.1624355316162,18.3265132904053,18.3262271881104,18.2878665924072,18.1288299560547,18.3038883209229,18.1334781646729,18.2513294219971,0.268156232517277,0.931542733110392,0.0307972177099243,0.0713791847228755,"Non-significant","TAOK3_HUMAN","TAOK3","Serine/threonine-protein kinase TAO3"
"Transaldolase",18.3729972839355,18.0906181335449,18.347993850708,17.3121299743652,17.7439994812012,18.4468441009521,18.1666431427002,16.3905792236328,16.3556156158447,17.3563575744629,17.5956211090088,16.0138244628906,16.2360668182373,16.9287261962891,17.5659790039063,0.635330644505882,0.986278956908265,0.00600023281587292,0.238394260406476,"Non-significant","TALDO_HUMAN","TALDO1","Transaldolase"
"Transgelin-2",18.6704692840576,18.144847869873,18.3612842559814,17.4091663360596,17.4129657745361,18.6881618499756,17.9698085784912,17.1444492340088,15.8075466156006,17.709924697876,18.399658203125,16.9883289337158,16.6906261444092,17.3117752075195,17.5672054290771,0.840015148470629,0.993555423949802,0.00280790143369389,0.125910758972203,"Non-significant","TAGL2_HUMAN","TAGLN2","Transgelin-2"
"Nesprin-2",16.3884372711182,14.9207067489624,14.9441537857056,15.9781694412231,17.0645008087158,16.652229309082,14.9918403625488,12.8655586242676,14.0591039657593,15.9012651443481,17.3120937347412,12.1961278915405,13.2634248733521,13.0747575759888,14.8369235992432,0.196896712260179,0.878098996556955,0.0564565191340146,1.6916968822479,"Non-significant","SYNE2_HUMAN","SYNE2","Nesprin-2"
"Aspartate--tRNA ligase, cytoplasmic",14.7169370651245,14.6939010620117,14.3198127746582,12.8963308334351,13.4256916046143,14.8546934127808,14.1224155426025,12.8693246841431,13.3124895095825,13.8120622634888,12.8575420379639,12.6328315734863,13.5243644714355,13.8008594512939,14.7820873260498,0.39053818325813,0.986278956908265,0.00600023281587292,-0.472181081771799,"Non-significant","SYDC_HUMAN","DARS1","Aspartate--tRNA ligase, cytoplasmic"
"Alanine--tRNA ligase, cytoplasmic",14.6385889053345,15.324912071228,14.9675321578979,14.5696239471436,14.667932510376,15.3635873794556,14.0597925186157,13.7245674133301,13.5971908569336,12.0158786773682,14.388575553894,12.8353452682495,14.0205497741699,14.6664123535156,14.3039665222168,0.445191087629036,0.986278956908265,0.00600023281587292,-0.525015354156475,"Non-significant","SYAC_HUMAN","AARS1","Alanine--tRNA ligase, cytoplasmic"
"Sulfite oxidase, mitochondrial",16.0145416259766,15.3333196640015,15.9082098007202,14.9530868530273,15.4193410873413,16.0147266387939,15.7512016296387,14.6170597076416,13.3727388381958,15.4968690872192,15.5060901641846,14.6318874359131,14.6051149368286,15.066837310791,15.7323265075684,0.667435141951462,0.993555423949802,0.00280790143369389,-0.260852098464976,"Non-significant","SUOX_HUMAN","SUOX","Sulfite oxidase, mitochondrial"
"Small ubiquitin-related modifier 3",16.4353199005127,16.3116111755371,16.3684463500977,15.682638168335,16.0130634307861,16.3872699737549,15.8297643661499,15.0515909194946,15.1435070037842,15.6256198883057,15.7859354019165,15.1467638015747,15.5092277526855,15.538610458374,15.7193670272827,0.735920942134869,0.993555423949802,0.00280790143369389,-0.0768289566039755,"Non-significant","SUMO2_HUMAN;SUMO3_HUMAN;SUMO4_HUMAN","SUMO2;SUMO3;SUMO4","Small ubiquitin-related modifier 3"
"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",15.5281705856323,15.2089853286743,15.4985256195068,15.2585363388062,14.9935884475708,14.3942079544067,14.7090673446655,14.0109214782715,13.419376373291,14.6054906845093,14.4915332794189,13.9372358322144,14.038498878479,13.8457155227661,14.6871843338013,0.989241865801713,0.997586578108953,0.00104940264542332,0.00467181205747558,"Non-significant","SUCB2_HUMAN","SUCLG2","Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial"
"Syntaxin-binding protein 5",19.9866523742676,19.7251205444336,13.3333082199097,20.6437587738037,12.8924245834351,20.3064460754395,14.2727155685425,20.8350391387939,20.8854961395264,20.6433544158936,14.0726985931396,12.8807039260864,13.5865268707275,13.365574836731,20.91481590271,0.175363964724544,0.837622624928722,0.076951600492307,3.92224168777465,"Non-significant","STXB5_HUMAN","STXBP5","Syntaxin-binding protein 5"
"Stomatin",16.0433597564697,15.628547668457,16.201021194458,15.6552457809448,15.228796005249,15.6632690429688,16.3045883178711,14.600998878479,13.9371271133423,14.0778713226318,14.6444063186646,14.9041547775269,15.3337249755859,14.5907745361328,15.4217853546143,0.0302874582252943,0.471475966685121,0.326540440364731,-0.747509002685549,"Non-significant","STOM_HUMAN","STOM","Stomatin"
"Stomatin-like protein 3",14.7192821502686,14.322546005249,15.379638671875,12.8800220489502,12.4627132415771,12.9446611404419,13.533763885498,12.8219985961914,14.4442644119263,15.1325159072876,15.7691402435303,13.4988679885864,14.2801790237427,13.1404390335083,12.795446395874,0.184848393912606,0.851949775904138,0.0695860069828425,1.11324667930605,"Non-significant","STML3_HUMAN","STOML3","Stomatin-like protein 3"
"Stress-induced-phosphoprotein 1",14.0979633331299,15.1194925308228,14.1345710754395,13.703803062439,13.682578086853,14.9843158721924,15.0612869262695,14.0164861679077,13.5262670516968,14.8719387054443,14.89684009552,12.3319730758667,12.8849573135376,14.2140989303589,15.0136547088623,0.355059501262455,0.983810701414718,0.0070884577066698,0.716711997985827,"Non-significant","STIP1_HUMAN","STIP1","Stress-induced-phosphoprotein 1"
