HBV	HBV_pure_new	HDV	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
19.8151	20.4174	18.8961	O75369;P21333	P21333;O75369;Q60FE5;F8WE98;A0A087WWY3	FLNA_HUMAN;FLNB_HUMAN	FLNA;FLNB	Filamin-B
19.9448	20.4606	18.1414	O75390	O75390;A0A0C4DGI3;H0YIC4;B4DJV2	CISY_HUMAN	CS	Citrate synthase, mitochondrial
14.3493	16.4014	NaN	O75400	O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A
16.1627	16.7455	NaN	O75439	O75439;F8WAZ6;G3V0E4	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta
19.3227	19.6648	NaN	O75462	O75462;M0QZL6	CRLF1_HUMAN	CRLF1	Cytokine receptor-like factor 1
NaN	14.3444	NaN	O75494;Q8WXF0	O75494;Q8WXF0;Q5JRI1	SRS10_HUMAN;SRS12_HUMAN	SRSF10;SRSF12	Serine/arginine-rich splicing factor 10
NaN	13.9012	NaN	O75503	O75503;A0A1C7CYZ2;A0A1B0GU14;A0A1B0GWJ7;A0A1B0GVL0;A0A087WZY0;A0A1B0GTR6;A0A1B0GTV7;A0A1B0GWI2;A0A1B0GUE8;A0A1B0GV94	CLN5_HUMAN	CLN5	Ceroid-lipofuscinosis neuronal protein 5
17.4651	18.9491	17.4179	O75533	O75533;H7C341	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1
17.2138	16.1364	16.467	O75586	O75586;A0A087WYL7;G3V4A5	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6
16.4226	16.079	NaN	O75592	O75592;H7C3U4;A0A499FJI4	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2
12.8484	15.3633	NaN	O75607	O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3
16.4181	17.2315	NaN	O75608	O75608;E5RGR0;A0A087X1K9;B4DP64	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1
17.1895	17.8171	15.5294	O75643	O75643;A0A494C1A5	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase
NaN	15.6826	NaN	O75718	O75718;C9JP16	CRTAP_HUMAN	CRTAP	Cartilage-associated protein
13.1807	14.3548	NaN	O75787	O75787;A0A1C7CYW4;A0A1B0GVI9;A0A1B0GVC7;A0A1B0GVB9;A0A1B0GWJ8;A0A1B0GWD6;A0A1B0GVW0;A0A1B0GTU8;A0A1B0GTB0;H7C3E1;B7Z1I9;B7Z413;A0A1B0GUT7;A0A1B0GU12	RENR_HUMAN	ATP6AP2	Renin receptor
13.1122	15.8831	NaN	O75821	O75821;K7EP16;K7ENA8	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G
13.0966	15.5747	NaN	O75822	O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J
NaN	17.8295	16.4092	O75828	O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3
17.2119	17.8949	NaN	O75828;P16152	P16152;O75828;E9PQ63;A8MTM1	CBR1_HUMAN;CBR3_HUMAN	CBR1;CBR3	Carbonyl reductase [NADPH] 3
14.9918	15.3763	14.1038	O75829	O75829	CNMD_HUMAN	CNMD	Leukocyte cell-derived chemotaxin 1
NaN	14.2743	NaN	O75843	O75843;H0YJ08	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2
17.8469	19.2786	17.119	O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic
18.5562	19.5979	NaN	O75874;P48735	P48735;O75874;C9J4N6	IDHC_HUMAN;IDHP_HUMAN	IDH1;IDH2	Isocitrate dehydrogenase [NADP] cytoplasmic
19.0035	19.4922	18.5201	O75891	O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase
15.7893	16.2598	NaN	O75935	O75935;X6RLR1;A0A0A0MRV8;X6RCK5;X6RA56	DCTN3_HUMAN	DCTN3	Dynactin subunit 3
13.967	13.6581	NaN	O75955	O75955;A0A140T907;A0A140T9X0;A0A140T9W4;A2AB09;A0A140T9R1	FLOT1_HUMAN	FLOT1	Flotillin-1
17.0043	17.5906	NaN	O76003	O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3
16.76	18.3043	15.2263	O76021	O76021;J3QSV6;I3L3C4	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1
18.3745	18.1562	16.4531	O76061	O76061;H0YB13	STC2_HUMAN	STC2	Stanniocalcin-2
15.5881	16.0093	NaN	O76074	O76074;G5E9C5	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase
16.2565	16.5392	NaN	O94766	O94766;E9PNA1;G3V150	B3GA3_HUMAN	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3
NaN	14.4887	14.1288	O94776	O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2
16.5055	18.1555	20.8087	O94812	O94812	BAIP3_HUMAN	BAIAP3	BAI1-associated protein 3
16.4474	17.0756	17.7325	O94874	O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1
16.3881	17.5023	16.0607	O94907	O94907	DKK1_HUMAN	DKK1	Dickkopf-related protein 1
15.5662	16.8964	13.2117	O94923	O94923;H0YNP1	GLCE_HUMAN	GLCE	D-glucuronyl C5-epimerase
14.5361	15.8942	NaN	O94973	O94973;A0A0G2JQM1;A0A0G2JS82	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2
17.8874	18.9045	15.6912	O94973;O95782	O95782;O94973;A0A0G2JQM1;A0A0G2JS82	AP2A1_HUMAN;AP2A2_HUMAN	AP2A1;AP2A2	AP-2 complex subunit alpha-2
17.2214	18.1861	14.6369	O94979	O94979;D6RHZ5;D6REX3;H0Y8V7;H0YAB3;H0Y9K1;H7BXG7	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A
22.3451	22.4566	17.1139	O94985	O94985;Q5SR54	CSTN1_HUMAN	CLSTN1	Calsyntenin-1
16.3402	17.4658	NaN	O95084	O95084	PRS23_HUMAN	PRSS23	Serine protease 23
15.8284	17.2411	NaN	O95163	O95163;A0A6Q8PG86;A0A6Q8PHA0;A0A6Q8PFN8;A0A6Q8PGR0;F5H2T0;A0A6Q8PFH9;A0A6Q8PHI5;A0A6Q8PGW3;A0A6Q8PHC9;A0A6Q8PF66;A0A6Q8PHF4;A0A6Q8PH48;A0A6Q8PFB7;A0A6Q8PEX6;A0A6Q8PF69	ELP1_HUMAN	ELP1	Elongator complex protein 1
15.514	15.6136	NaN	O95302	O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9
15.0937	16.7322	NaN	O95336	O95336;M0R261	6PGL_HUMAN	PGLS	6-phosphogluconolactonase
15.2441	15.2925	NaN	O95372	O95372;Q5QPQ1;Q5QPN9;Q5QPQ2;Q5QPN5;Q5QPQ3	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2
17.4519	18.1048	15.8909	O95373	O95373	IPO7_HUMAN	IPO7	Importin-7
15.7938	16.842	13.6495	O95394	O95394;A0A494C0G1;A0A087WT27;A0A494C1E2;H0Y987;J3KN95	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase
22.5361	22.2701	23.6688	O95396	O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3
14.0489	13.3418	13.7742	O95428	O95428;B5MDP7;G3V5P6	PPN_HUMAN	PAPLN	Papilin
22.6611	22.6549	23.353	O95445	O95445;Q5SRP5	APOM_HUMAN	APOM	Apolipoprotein M
16.0759	17.4044	NaN	O95486	O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A
17.9911	13.7028	19.3029	O95497	O95497	VNN1_HUMAN	VNN1	Pantetheinase
17.6084	NaN	19.6613	O95498	O95498;E9PRD9;J3KQ55;E9PQ75;J3KQQ7;E9PL76;J3QT03;B4DQB2	VNN2_HUMAN	VNN2	Vascular non-inflammatory molecule 2
16.78	18.0836	15.393	O95782	O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1
15.1777	16.749	NaN	O95816	O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2
NaN	13.8648	NaN	O95819;Q8N4C8;Q9UKE5	Q9UKE5;Q8N4C8;O95819;C9J338;A0A590UJE1;E7EN19;I3L2I2;A0A0D9SG62;C9J840;A0A0D9SEY1;E7ENQ1;E7EX83;G5E948;G3XAA2;H7C360	M4K4_HUMAN;MINK1_HUMAN;TNIK_HUMAN	MAP4K4;MINK1;TNIK	Mitogen-activated protein kinase kinase kinase kinase 4
15.2976	15.9595	NaN	O95831	O95831;A0A6Q8PFQ8;A0A6Q8PF87;A0A6Q8PFE1;A0A6Q8PHC0;A0A6Q8PFM5;A0A6Q8PFN1;A0A6Q8PHJ9;A0A6Q8PG15;A0A6Q8PFA7;A0A6Q8PFS4	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial
19.56	19.8104	15.7098	O95834	O95834;C9JRL6;A0A0C4DGQ7;K7EIK7;K7EKG3;K7EII6	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2
16.453	17.0045	16.3957	O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2
14.717	16.0734	NaN	O95954	O95954;B7WPK3;A0A0G2JQF2	FTCD_HUMAN	FTCD	Formimidoyltransferase-cyclodeaminase
17.8525	18.2584	18.7312	O95967	O95967;E9PRU1;E9PI47;H0YET5;H0YEU0	FBLN4_HUMAN	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2
13.2964	16.2793	NaN	O95970	O95970;A0A1B0GVF6;A0A0D9SFU4	LGI1_HUMAN	LGI1	Leucine-rich glioma-inactivated protein 1
15.7749	16.8587	NaN	O96019	O96019;O94805	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A
21.0177	21.7343	18.5588	P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain
21.8842	21.8349	20.2147	P00338;P07195	P07195;P00338;Q6ZMR3;P07864;A8MW50;F5H155;A0A3B3IS95;G3XAP5;F5H5G7;A0A087WUM2;F5H245;A0A5F9ZHM4	LDHA_HUMAN;LDHB_HUMAN	LDHA;LDHB	L-lactate dehydrogenase A chain
19.2395	21.0814	19.3559	P00352	P00352	AL1A1_HUMAN	ALDH1A1	Retinal dehydrogenase 1
18.4137	19.7889	18.3942	P00352;P05091	P05091;P00352;F8VP50;Q5SYQ8;Q5SYQ7;Q5SYQ9	AL1A1_HUMAN;ALDH2_HUMAN	ALDH1A1;ALDH2	Retinal dehydrogenase 1
17.5934	19.6267	17.2369	P00352;P05091;P30837	P05091;P30837;P00352;O94788;P47895;H0Y2X5;H0YMG7	AL1A1_HUMAN;AL1B1_HUMAN;ALDH2_HUMAN	ALDH1A1;ALDH1B1;ALDH2	Retinal dehydrogenase 1
22.5925	24.6614	NaN	P00367	P49448;P00367	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial
18.0187	19.0115	NaN	P00387	P00387;B1AHF3	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3
17.4223	17.8143	16.6228	P00390	P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial
NaN	14.2339	NaN	P00439	P00439;A0A0U1RQY4;J3KND8	PH4H_HUMAN	PAH	Phenylalanine-4-hydroxylase
12.9848	NaN	15.8612	P00441	P00441;H7BYH4	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]
16.8544	16.6233	17.6385	P00450	P00450	CERU_HUMAN	CP	Ceruloplasmin
21.9281	22.2322	21.988	P00488	P00488;Q9NQP5;A6PVK5	F13A_HUMAN	F13A1	Coagulation factor XIII A chain
15.1571	16.4249	16.0054	P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase
22.311	22.7217	18.2118	P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1
13.8024	14.7176	NaN	P00568	P00568;Q5T9B7	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1
23.66	23.3086	22.394	P00734	P00734;E9PIT3	THRB_HUMAN	F2	Prothrombin
20.6318	20.9682	19.804	P00736	P00736;A0A3B3ISR2;F5H2D0;B4DPQ0	C1R_HUMAN	C1R	Complement C1r subcomponent
19.022	18.8854	19.066	P00738	P00738;H0Y300;H3BS21;J3QR68;J3QLC9;A0A087WU08;A0A0C4DGL8	HPT_HUMAN	HP	Haptoglobin
13.6395	14.8233	NaN	P00739	P00739;A0A0A0MRD9	HPTR_HUMAN	HPR	Haptoglobin-related protein
20.9354	20.7363	19.8722	P00740	P00740	FA9_HUMAN	F9	Coagulation factor IX
21.0554	20.9878	20.0155	P00742	P00742	FA10_HUMAN	F10	Coagulation factor X
15.3907	15.3402	15.8702	P00746	P00746;K7ERG9	CFAD_HUMAN	CFD	Complement factor D
21.7998	22.6471	25.0505	P00747	P00747;P08519	PLMN_HUMAN	PLG	Plasminogen
17.625	18.6396	15.6211	P00751	P00751;E7ETN3;B4E1Z4;H7C5H1	CFAB_HUMAN	CFB	Complement factor B
19.5394	19.6477	17.9349	P00966	P00966;Q5T6L5;Q5T6L6	ASSY_HUMAN	ASS1	Argininosuccinate synthase
14.88	15.3786	18.5391	P00995	P00995	ISK1_HUMAN	SPINK1	Serine protease inhibitor Kazal-type 1
22.1977	20.8617	23.5969	P01008	P01008	ANT3_HUMAN	SERPINC1	Antithrombin-III
20.2921	20.7905	21.623	P01009	P01009;A0A024R6I7;A0A0G2JRN3	A1AT_HUMAN	SERPINA1	Alpha-1-antitrypsin
NaN	15.4651	NaN	P01011	P01011;G3V3A0	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin
19.4182	19.5206	20.9287	P01019	P01019	ANGT_HUMAN	AGT	Angiotensinogen
24.1967	24.9488	25.269	P01023	P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin
23.9953	23.8653	24.7512	P01023;P20742	P20742;P01023	A2MG_HUMAN;PZP_HUMAN	A2M;PZP	Alpha-2-macroglobulin
28.3679	28.0123	23.9836	P01024	P01024	CO3_HUMAN	C3	Complement C3
23.8662	24.207	25.8825	P01031	P01031	CO5_HUMAN	C5	Complement C5
18.0683	18.3924	16.0928	P01033	P01033;H0Y789;Q5H9A7	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1
20.3577	19.643	18.3744	P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C
19.6379	17.6476	22.086	P01042	P01042	KNG1_HUMAN	KNG1	Kininogen-1
16.1398	16.6557	14.456	P01111;P01112;P01116	P01111;P01116;P01112;G3V4K2;G3V5T7	RASH_HUMAN;RASK_HUMAN;RASN_HUMAN	HRAS;KRAS;NRAS	GTPase NRas
18.0881	18.6452	20.0866	P01130	P01130;J3KMZ9;H0YM92;H0YMD1	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor
20.5183	21.2468	18.2007	P01137	P01137;A0A499FJK2;M0R2S0	TGFB1_HUMAN	TGFB1	Transforming growth factor beta-1 proprotein
17.599	18.0433	15.2798	P01266	P01266;H0YBY1	THYG_HUMAN	TG	Thyroglobulin
20.3424	20.2703	20.8508	P01344	P01344	IGF2_HUMAN	IGF2	Insulin-like growth factor II
20.1926	20.0281	18.7185	P01591	P01591;D6RD17;D6RHJ6	IGJ_HUMAN	JCHAIN	Immunoglobulin J chain
19.8926	19.814	NaN	P01833	P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor
27.5028	27.5512	27.437	P02042;P02100;P68871;P69891;P69892	P69891;P02042;P02100;P69892;P68871;A0A2R8Y7X9;A0A2R8Y7R2;F8W6P5;E9PEW8;E9PFT6	HBB_HUMAN;HBD_HUMAN;HBE_HUMAN;HBG1_HUMAN;HBG2_HUMAN	HBB;HBD;HBE1;HBG1;HBG2	Hemoglobin subunit delta
24.9605	24.5443	25.3763	P02042;P68871	P02042;P68871;A0A2R8Y7R2;E9PFT6	HBB_HUMAN;HBD_HUMAN	HBB;HBD	Hemoglobin subunit delta
20.7435	20.5063	20.2905	P02100;P69891;P69892	P69891;P02100;P69892;E9PBW4;A0A2R8Y7X9	HBE_HUMAN;HBG1_HUMAN;HBG2_HUMAN	HBE1;HBG1;HBG2	Hemoglobin subunit epsilon
19.9725	19.367	21.0033	P02452	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain
19.778	21.2814	22.4202	P02458	P02458	CO2A1_HUMAN	COL2A1	Collagen alpha-1(II) chain
NaN	17.2175	20.6724	P02458;P05997	P05997;P02458;A0A087WYX9	CO2A1_HUMAN;CO5A2_HUMAN	COL2A1;COL5A2	Collagen alpha-1(II) chain
19.2831	16.8748	20.3742	P02461	P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain
16.4869	16.6062	17.0847	P02533	P02533	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14
19.2962	20.4242	19.1448	P02533;P05783;P08727;P08779;P13645	O76013;P08727;P13646;Q7Z3Y7;Q2M2I5;O76015;Q04695;P19012;Q15323;Q14525;P02533;O76014;P13645;Q92764;P05783;P08779;Q14532;K7EPJ9;K7ERE3;F8VZY9;C9JM50;K7EMD9;C4AM86;F5GWP8	K1C10_HUMAN;K1C14_HUMAN;K1C16_HUMAN;K1C18_HUMAN;K1C19_HUMAN	KRT10;KRT14;KRT16;KRT18;KRT19	Keratin, type I cytoskeletal 14
15.5767	16.9718	NaN	P02533;P08727	P08727;P02533;C9JM50;K7EMS3	K1C14_HUMAN;K1C19_HUMAN	KRT14;KRT19	Keratin, type I cytoskeletal 14
20.4749	21.406	19.0047	P02533;P08727;P08779	P08727;Q04695;P19012;P02533;P08779;A8MT21;K7EPJ9;C9JM50;K7EMS3;C9JTG5;F5GWP8	K1C14_HUMAN;K1C16_HUMAN;K1C19_HUMAN	KRT14;KRT16;KRT19	Keratin, type I cytoskeletal 14
19.4681	20.1132	19.9677	P02533;P08727;P08779;P13645;P35527	P08727;Q04695;P19012;P35527;P02533;P13645;Q99456;P08779;K7EPJ9;A0A3B3ITG2;C9JM50	K1C10_HUMAN;K1C14_HUMAN;K1C16_HUMAN;K1C19_HUMAN;K1C9_HUMAN	KRT10;KRT14;KRT16;KRT19;KRT9	Keratin, type I cytoskeletal 14
16.7777	16.2357	16.2561	P02533;P08779	P02533;P08779;K7ENW6	K1C14_HUMAN;K1C16_HUMAN	KRT14;KRT16	Keratin, type I cytoskeletal 14
19.653	18.9289	20.0389	P02533;P08779;P13645	Q7Z3Z0;Q7Z3Y7;Q7Z3Y9;P02533;P13645;P08779;Q7Z3Y8	K1C10_HUMAN;K1C14_HUMAN;K1C16_HUMAN	KRT10;KRT14;KRT16	Keratin, type I cytoskeletal 14
15.7027	15.4185	16.1628	P02538;P48668	P48668;O95678;P02538	K2C6A_HUMAN;K2C6C_HUMAN	KRT6A;KRT6C	Keratin, type II cytoskeletal 6A
19.8621	21.1064	19.1973	P02545	P02545;A0A6Q8PHQ9;A0A6Q8PFJ0;Q5TCI8;A0A0C4DGC5	LMNA_HUMAN	LMNA	Prelamin-A/C
18.053	19.5773	17.4283	P02545;P20700;Q03252	P02545;Q03252;P20700;A0A6Q8PHQ9;E9PBF6;A0A6Q8PFJ0;Q5TCI8;Q3BDU5;A0A0C4DGC5	LMNA_HUMAN;LMNB1_HUMAN;LMNB2_HUMAN	LMNA;LMNB1;LMNB2	Prelamin-A/C
23.4925	23.5023	22.5953	P02647	P02647;F8W696	APOA1_HUMAN	APOA1	Apolipoprotein A-I
24.4243	24.8214	26.4437	P02649	P02649;E9PEV4;H0Y7L5;E7ERP7	APOE_HUMAN	APOE	Apolipoprotein E
15.3703	17.6373	20.3475	P02652	P02652;V9GYC1;V9GYM3;V9GYE3;V9GYS1;V9GYG9	APOA2_HUMAN	APOA2	Apolipoprotein A-II
17.6239	18.1326	20.4594	P02654	P02654;K7EJI9;K7EKP1;K7ERI9;K7EPF9;K7ELM9	APOC1_HUMAN	APOC1	Apolipoprotein C-I
19.3982	19.5788	19.3982	P02655	P02655;Q6P163;K7ER74	APOC2_HUMAN	APOC2	Apolipoprotein C-II
21.4887	20.3403	22.2676	P02656	P02656;B0YIW2	APOC3_HUMAN	APOC3	Apolipoprotein C-III
24.0379	24.6978	24.3359	P02671	P02671;A0A087WUA0	FIBA_HUMAN	FGA	Fibrinogen alpha chain
24.0554	24.8939	25.1062	P02675	P02675;D6REL8	FIBB_HUMAN	FGB	Fibrinogen beta chain
24.5159	25.4274	24.4713	P02679	P02679;C9JC84;C9JPQ9;C9JU00;C9JEU5	FIBG_HUMAN	FGG	Fibrinogen gamma chain
22.6977	22.5571	21.9093	P02748	P02748	CO9_HUMAN	C9	Complement component C9
20.3372	21.4839	21.3358	P02749	P02749;J3QLI0;J3QRN2	APOH_HUMAN	APOH	Beta-2-glycoprotein 1
25.5134	25.1922	24.871	P02751	P02751	FINC_HUMAN	FN1	Fibronectin
21.2912	20.313	21.7551	P02753	P02753;Q5VY30	RET4_HUMAN	RBP4	Retinol-binding protein 4
20.0792	20.6056	21.3044	P02760	P02760	AMBP_HUMAN	AMBP	Protein AMBP
NaN	NaN	16.5559	P02763	P02763	A1AG1_HUMAN	ORM1	Alpha-1-acid glycoprotein 1
26.5677	25.0114	28.1411	P02765	P02765;C9JV77	FETUA_HUMAN	AHSG	Alpha-2-HS-glycoprotein
15.4217	17.7989	NaN	P02766	P02766;A0A087WT59	TTHY_HUMAN	TTR	Transthyretin
28.9222	29.0841	30.208	P02768	P02768;H0YA55;H7C013;A0A0C4DGB6	ALBU_HUMAN	ALB	Albumin
21.8177	22.602	25.4564	P02771	P02771;J3KMX3	FETA_HUMAN	AFP	Alpha-fetoprotein
23.0841	20.8109	24.3592	P02774	P02774;D6RBJ7;D6RF20;D6RF35	VTDB_HUMAN	GC	Vitamin D-binding protein
17.3808	17.5271	18.2717	P02786	P02786;G3V0E5	TFR1_HUMAN	TFRC	Transferrin receptor protein 1
21.2596	21.7416	23.059	P02787	P02787	TRFE_HUMAN	TF	Serotransferrin
26.2952	23.4447	27.4978	P02788	P02788;E7EQB2;E7ER44	TRFL_HUMAN	LTF	Lactotransferrin
19.5622	17.3891	20.0329	P02790	P02790;Q9BS19	HEMO_HUMAN	HPX	Hemopexin
16.883	17.764	18.4435	P02792	P02792	FRIL_HUMAN	FTL	Ferritin light chain
18.7343	19.3132	19.2964	P02794	P02794;E9PKY7;E9PRK8;G3V192	FRIH_HUMAN	FTH1	Ferritin heavy chain
23.0076	22.857	24.8561	P03138	P03138	HBSAG_HBVD3	S	Large envelope protein
23.6747	23.2713	NaN	P03146;P0C573	P03146;P0C573	CAPSD_HBVD3;HBEAG_HBVD3	C	Capsid protein
20.5176	20.7451	18.9719	P03950	P03950	ANGI_HUMAN	ANG	Angiogenin
16.9936	17.6559	14.7095	P03951	P03951;D6RB32	FA11_HUMAN	F11	Coagulation factor XI
23.0215	23.2808	22.087	P04003	P04003;F2Z2V7;A6PVY5	C4BPA_HUMAN	C4BPA	C4b-binding protein alpha chain
24.5851	25.3429	25.1366	P04004	P04004	VTNC_HUMAN	VTN	Vitronectin
16.7488	18.1089	NaN	P04040	P04040	CATA_HUMAN	CAT	Catalase
17.8501	17.5431	15.7118	P04062	P04062;A0A0G2JNZ5;A0A0G2JNZ0;A0A0G2JLB3	GLCM_HUMAN	GBA	Lysosomal acid glucosylceramidase
18.2618	18.2893	15.4879	P04066	P04066	FUCO_HUMAN	FUCA1	Tissue alpha-L-fucosidase
20.6187	22.0585	17.9617	P04075	P04075;H3BR68;J3KPS3	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A
15.2263	16.7509	NaN	P04075;P05062;P09972	P05062;P09972;P04075;A0A3B3IS80;A0A087WXX2;H3BQN4;H3BPS8;J3KPS3	ALDOA_HUMAN;ALDOB_HUMAN;ALDOC_HUMAN	ALDOA;ALDOB;ALDOC	Fructose-bisphosphate aldolase A
19.4355	20.2322	NaN	P04075;P09972	P09972;P04075;H3BQN4;H3BPS8	ALDOA_HUMAN;ALDOC_HUMAN	ALDOA;ALDOC	Fructose-bisphosphate aldolase A
14.7814	16.914	NaN	P04085	P04085;H7BYW6	PDGFA_HUMAN	PDGFA	Platelet-derived growth factor subunit A
24.5622	25.4494	28.3719	P04114	P04114	APOB_HUMAN	APOB	Apolipoprotein B-100
18.0808	19.1942	18.3922	P04180	P04180;J3QSE5;I3L1Q6;J3QKT0	LCAT_HUMAN	LCAT	Phosphatidylcholine-sterol acyltransferase
19.273	20.1837	NaN	P04181	P04181	OAT_HUMAN	OAT	Ornithine aminotransferase, mitochondrial
22.2152	20.9831	23.6676	P04217	P04217;M0R009	A1BG_HUMAN	A1BG	Alpha-1B-glycoprotein
18.8009	19.1711	NaN	P04233	P04233;H0YBZ2	HG2A_HUMAN	CD74	HLA class II histocompatibility antigen gamma chain
21.067	21.489	21.9987	P04264	P04259;P04264	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1
21.164	21.4393	21.9086	P04264;P35908	P35908;P04264	K22E_HUMAN;K2C1_HUMAN	KRT1;KRT2	Keratin, type II cytoskeletal 1
19.9776	20.1669	20.2661	P04275	P04275	VWF_HUMAN	VWF	von Willebrand factor
18.4572	17.7893	18.7356	P04278	P04278;B0FWH6;I3L0M1;I3L2X4;I3L4B9;I3L1G4;B0FWH7;I3L1C1;A0A0C4DGN2;I3L1J1;I3L2F1;B4DYU0;I3L145;B0FWH5	SHBG_HUMAN	SHBG	Sex hormone-binding globulin
24.9822	25.4678	22.8611	P04406	P04406;E7EUT5	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase
17.9062	18.3261	16.0153	P04424	P04424;A0A5F9ZHM8;A0A5F9ZHC6	ARLY_HUMAN	ASL	Argininosuccinate lyase
18.816	19.385	18.3001	P04439	P04439;Q5SRN5;A0A0G2JL56;A0A140T933;A0A1W2PS24;A0A140T955;A0A0G2JI36;A0A0G2JIF2;A0A140T975;A0A1W2PRT9;Q5SRN7;A0A1W2PS39;A0A140T913;Q9GJ45;A0A140T9X5;Q5SUL5;Q53Z42;Q5RJ27;A0A1W2PSE7;A0A140T9I0	HLAA_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain
15.348	15.6145	NaN	P04632	P04632;K7EM73;U3KQE2;K7EIV0;A0A0C4DGQ5;K7ELJ7;A0A075B7C0	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1
17.7617	18.4053	18.2751	P04792	P04792;A0A6Q8PGY2;A0A6Q8PH65;A0A6Q8PGK1;A0A6Q8PFE7;A0A6Q8PFK8;A0A6Q8PHJ6;A0A6Q8PHA6;A0A6Q8PF43	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1
NaN	14.9848	NaN	P04899	P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2
